,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Merge,Entity,Code,Year,Coal Electricity (TWh),Gas Electricity (TWh),Hydro Electricity (TWh),Nuclear Electricity (TWh),Oil Electricity (TWh),Other Renewables Electricity (TWh),Solar Electricity (TWh),Wind Electricity (TWh),Biofuels Energy (TWh),Coal Energy (TWh),Gas Energy (TWh),Other Energy (TWh),Hydro Energy (TWh),Nuclear Energy (TWh),Solar Energy (TWh),Wind Energy (TWh),Oil Energy (TWh),Total Electricity,Total Energy,Total Fossil Fuel Electricity (TWh),Total Sustainable Electricity (TWh),Total Fossil Fuel Energy (TWh),Total Sustainable Energy (TWh),Coal Electricity Share (%),Gas Electricity Share (%),Hydro Electricity Share (%),Nuclear Electricity Share (%),Oil Electricity Share (%),Other Renewables Electricity Share (%),Solar Electricity Share (%),Wind Electricity Share (%),Total Fossil Fuel Electricity Share (%),Total Sustainable Electricity Share (%),Biofuels Energy Share (%),Coal Energy Share (%),Gas Energy Share (%),Other Energy Share (%),Hydro Energy Share (%),Nuclear Energy Share (%),Solar Energy Share (%),Wind Energy Share (%),Oil Energy Share (%),Total Fossil Fuel Energy Share (%),Total Sustainable Energy Share (%),Coal Electricity per Capita (TWh/person),Gas Electricity per Capita (TWh/person),Hydro Electricity per Capita (TWh/person),Nuclear Electricity per Capita (TWh/person),Oil Electricity per Capita (TWh/person),Other Renewables Electricity per Capita (TWh/person),Solar Electricity per Capita (TWh/person),Wind Electricity per Capita (TWh/person),Total Fossil Fuel Electricity per Capita (TWh/person),Total Sustainable Electricity per Capita (TWh/person),Biofuels Energy per Capita (TWh/person),Coal Energy per Capita (TWh/person),Gas Energy per Capita (TWh/person),Other Energy per Capita (TWh/person),Hydro Energy per Capita (TWh/person),Nuclear Energy per Capita (TWh/person),Solar Energy per Capita (TWh/person),Wind Energy per Capita (TWh/person),Oil Energy per Capita (TWh/person),Total Fossil Fuel Energy per Capita (TWh/person),Total Sustainable Energy per Capita (TWh/person),Coal Electricity per Capita (TWh/$),Gas Electricity per Capita (TWh/$),Hydro Electricity per Capita (TWh/$),Nuclear Electricity per Capita (TWh/$),Oil Electricity per Capita (TWh/$),Other Renewables Electricity per Capita (TWh/$),Solar Electricity per Capita (TWh/$),Wind Electricity per Capita (TWh/$),Total Fossil Fuel Electricity per Capita (TWh/$),Total Sustainable Electricity per Capita (TWh/$),Biofuels Energy per Capita (TWh/$),Coal Energy per Capita (TWh/$),Gas Energy per Capita (TWh/$),Other Energy per Capita (TWh/$),Hydro Energy per Capita (TWh/$),Nuclear Energy per Capita (TWh/$),Solar Energy per Capita (TWh/$),Wind Energy per Capita (TWh/$),Oil Energy per Capita (TWh/$),Total Fossil Fuel Energy per Capita (TWh/$),Total Sustainable Energy per Capita (TWh/$),GDP per capita (2011 USD),Population,GDP (2011 USD)
180,5749,5749,5749,Spain2019,Spain,ESP,2019,13.10788186,85.97464206,25.23583875,58.43919137,13.41637114,6.278231588,15.04171102,56.17046412,15.29413329,58.34889472,361.1068058,15.54626056,62.4894,144.7080892,37.24653278,139.0902294,755.4336636,inf,inf,112.4988951,161.1654368,1174.889364,414.3746452,0.047897663,0.314160934,0.09221457,0.213543325,0.049024917,0.022941359,0.05496409,0.205253143,0.411083513,0.588916487,0.009623406,0.036714413,0.227216374,0.00978205,0.03931971,0.091053524,0.023436341,0.087518643,0.475335538,0.739266325,0.260733675,2.80E-07,1.84E-06,5.40E-07,1.25E-06,2.87E-07,1.34E-07,3.22E-07,1.20E-06,2.41E-06,3.45E-06,3.27E-07,1.25E-06,7.73E-06,3.33E-07,1.34E-06,3.10E-06,7.97E-07,2.98E-06,1.62E-05,2.51E-05,8.87E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,46737000,0
181,5804,5804,5804,Sri Lanka2019,Sri Lanka,LKA,2019,5.097007126,0,4.826758202,0,6.824326207,0.09087606,0.368744851,0.36681,0,17.51129111,0,0.225028889,11.95209833,0,0.913091944,0.908300833,68.10769944,inf,inf,11.92133333,5.653189113,85.61899055,13.99852,0.290022511,0,0.274645198,0,0.388307917,0.005170898,0.020981785,0.020871691,0.678330428,0.321669572,0,0.175785271,0,0.002258929,0.119979894,0,0.009165978,0.009117883,0.683692044,0.859477316,0.140522684,2.39E-07,0,2.26E-07,0,3.20E-07,4.26E-09,1.73E-08,1.72E-08,5.59E-07,2.65E-07,0,8.21E-07,0,1.06E-08,5.60E-07,0,4.28E-08,4.26E-08,3.19E-06,4.02E-06,6.56E-07,inf,,inf,,inf,inf,inf,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,inf,inf,0,21324000,0
182,5824,5824,5824,Sudan2019,Sudan,SDN,2019,0,0,9.56,0,6.314333333,0.119,0.022333333,0,0,0,0,0,0,0,0,0,0,inf,,6.314333333,9.701333333,0,0,0,0,0.59691552,0,0.394259787,0.007430225,0.001394468,0,0.394259787,0.605740213,,,,,,,,,,,,0,0,2.23E-07,0,1.47E-07,2.78E-09,5.22E-10,0,1.47E-07,2.27E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,42813000,0
183,5844,5844,5844,Suriname2019,Suriname,SUR,2019,0,0,1.057,0,0.731,0.006,0.009,0,0,0,0,0,0,0,0,0,0,inf,,0.731,1.072,0,0,0,0,0.586245147,0,0.405435385,0.003327787,0.004991681,0,0.405435385,0.594564615,,,,,,,,,,,,0,0,1.82E-06,0,1.26E-06,1.03E-08,1.55E-08,0,1.26E-06,1.85E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,581000,0
184,5864,5864,5864,Swaziland2019,Swaziland,SWZ,2019,0,0,0.078,0,0.25,0.205,0.001,0,0,0,0,0,0,0,0,0,0,inf,,0.25,0.284,0,0,0,0,0.146067416,0,0.468164794,0.383895131,0.001872659,0,0.468164794,0.531835206,,,,,,,,,,,,0,0,6.79E-08,0,2.18E-07,1.79E-07,8.71E-10,0,2.18E-07,2.47E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,1148000,0
185,5919,5919,5919,Sweden2019,Sweden,SWE,2019,0.322,0.328,65.7214171,67.01969297,1.692655918,13.12215686,0.586737667,19.88286231,17.09298384,23.53086556,10.49235778,32.49330111,162.7404567,165.9552686,1.452889444,49.23427139,159.7100194,inf,inf,2.342655918,166.3328669,193.7332427,428.9691711,0.001908991,0.001944562,0.389632212,0.397329096,0.010034982,0.077795264,0.003478499,0.117876394,0.013888535,0.986111465,0.027449683,0.0377883,0.016849714,0.052181107,0.261345473,0.26650815,0.0023332,0.07906549,0.256478883,0.311116897,0.688883103,3.21E-08,3.27E-08,6.55E-06,6.68E-06,1.69E-07,1.31E-06,5.85E-08,1.98E-06,2.33E-07,1.66E-05,1.70E-06,2.34E-06,1.05E-06,3.24E-06,1.62E-05,1.65E-05,1.45E-07,4.91E-06,1.59E-05,1.93E-05,4.27E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,10036000,0
186,5974,5974,5974,Switzerland2019,Switzerland,CHE,2019,0,0,34.70350901,23.03,0.738333333,1.761574528,2.260090278,0.122,0,1.191666667,33.99839278,4.36204,85.93340111,57.02726556,5.596472778,0.302098333,123.4218042,inf,inf,0.738333333,61.87717382,158.6118636,153.2212778,0,0,0.55423186,0.367800263,0.011791541,0.028133199,0.036094737,0.001948399,0.011791541,0.988208459,0,0.003821488,0.109027516,0.013988378,0.275574946,0.182877501,0.017947011,0.000968782,0.395794378,0.508643382,0.491356618,0,0,4.04E-06,2.68E-06,8.59E-08,2.05E-07,2.63E-07,1.42E-08,8.59E-08,7.20E-06,0,1.39E-07,3.96E-06,5.08E-07,1.00E-05,6.64E-06,6.51E-07,3.52E-08,1.44E-05,1.85E-05,1.78E-05,,,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,8591000,0
187,5994,5994,5994,Syria2019,Syria,SYR,2019,0,8.1995,0.858333333,0,8.1995,0.033,0,0,0,0,0,0,0,0,0,0,0,inf,,16.399,0.891333333,0,0,0,0.474224519,0.049642382,0,0.474224519,0.001908581,0,0,0.948449037,0.051550963,,,,,,,,,,,,0,4.80E-07,5.03E-08,0,4.80E-07,1.93E-09,0,0,9.61E-07,5.22E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,,,inf,inf,,,,,,,,,,,,0,17070000,0
188,6049,6049,6049,Taiwan2019,Taiwan,TWN,2019,126.4227022,91.12165667,5.544223664,32.323432,5.752174417,1.982753948,4.144092368,1.871317961,0,452.9166219,232.5982097,4.909728056,13.72869806,80.03981528,10.26166972,4.633788333,537.1406858,inf,inf,223.2965333,45.86581994,1222.655517,113.5736994,0.469689393,0.338537896,0.020598065,0.120088978,0.02137065,0.007366387,0.015396256,0.006952376,0.829597938,0.170402062,0,0.338951294,0.174070591,0.003674316,0.010274209,0.059899764,0.007679573,0.003467809,0.401982444,0.915004329,0.084995671,5.32E-06,3.83E-06,2.33E-07,1.36E-06,2.42E-07,8.34E-08,1.74E-07,7.87E-08,9.39E-06,1.93E-06,0,1.91E-05,9.78E-06,2.07E-07,5.77E-07,3.37E-06,4.32E-07,1.95E-07,2.26E-05,5.14E-05,4.78E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,23774000,0
189,6069,6069,6069,Tajikistan2019,Tajikistan,TJK,2019,0,0,17.006,0,1.178666667,0,0,0,0,0,0,0,0,0,0,0,0,inf,,1.178666667,17.006,0,0,0,0,0.935183488,0,0.064816512,0,0,0,0.064816512,0.935183488,,,,,,,,,,,,0,0,1.82E-06,0,1.26E-07,0,0,0,1.26E-07,1.82E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,,,inf,inf,,,,,,,,,,,,0,9321000,0
190,6089,6089,6089,Tanzania2019,Tanzania,TZA,2019,0,4.341526336,2.407,0,1.301806997,0.021,0.020333333,0,0,0,0,0,0,0,0,0,0,inf,,5.643333333,2.448333333,0,0,0,0.536542905,0.297466529,0,0.16088243,0.002595263,0.002512873,0,0.697425335,0.302574665,,,,,,,,,,,,0,7.48E-08,4.15E-08,0,2.24E-08,3.62E-10,3.51E-10,0,9.73E-08,4.22E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,58005000,0
191,6144,6144,6144,Thailand2019,Thailand,THA,2019,35.82522046,121.8406207,6.309958,0,1.12480183,13.72794464,5.014034535,2.661691796,27.82737076,198.3308547,508.3259097,33.99336278,15.62482194,0,12.415835,6.590925,756.4082344,inf,inf,158.790643,27.71362897,1463.064999,96.45231548,0.192087935,0.653285951,0.03383278,0,0.006030971,0.073606596,0.026884288,0.014271479,0.851404857,0.148595143,0.017843579,0.127174513,0.325950796,0.021797362,0.010019012,0,0.007961332,0.00422626,0.485027147,0.938152456,0.061847544,5.15E-07,1.75E-06,9.06E-08,0,1.62E-08,1.97E-07,7.20E-08,3.82E-08,2.28E-06,3.98E-07,4.00E-07,2.85E-06,7.30E-06,4.88E-07,2.24E-07,0,1.78E-07,9.47E-08,1.09E-05,2.10E-05,1.39E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,69626000,0
192,6164,6164,6164,Togo2019,Togo,TGO,2019,0,0.004734366,0.252333333,0,0.021666667,0.005,0.004333333,0,0,0,0,0,0,0,0,0,0,inf,,0.026401033,0.261666666,0,0,0,0.016434908,0.8759515,0,0.075213802,0.017357031,0.015042759,0,0.09164871,0.90835129,,,,,,,,,,,,0,5.86E-10,3.12E-08,0,2.68E-09,6.19E-10,5.36E-10,0,3.27E-09,3.24E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,8082000,0
193,6184,6184,6184,Tonga2019,Tonga,TON,2019,0,0,0,0,0.052666667,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.052666667,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,5.06E-07,0,0,0,5.06E-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,104000,0
194,6239,6239,6239,Trinidad and Tobago2019,Trinidad and Tobago,TTO,2019,0,9.257630638,0,0,1.339036028,0,0.004669991,0,0,0,175.4180706,0,0,0,0.011555556,0,22.82596056,inf,inf,10.59666667,0.004669991,198.2440312,0.011555556,0,0.873251264,0,0,0.126308226,0,0.00044051,0,0.99955949,0.00044051,0,0,0.884807705,0,0,0,5.83E-05,0,0.115134009,0.999941714,5.83E-05,0,6.64E-06,0,0,9.60E-07,0,3.35E-09,0,7.60E-06,3.35E-09,0,0,0.000125748,0,0,0,8.28E-09,0,1.64E-05,0.00014211,8.28E-09,,inf,,,inf,,inf,,inf,inf,,,inf,,,,inf,,inf,inf,inf,0,1395000,0
195,6259,6259,6259,Tunisia2019,Tunisia,TUN,2019,0,18.84066667,0,0,0,0,0.155666667,0.448666667,0,0,0,0,0,0,0,0,0,inf,,18.84066667,0.604333334,0,0,0,0.968920888,0,0,0,0,0.008005486,0.023073626,0.968920888,0.031079112,,,,,,,,,,,,0,1.61E-06,0,0,0,0,1.33E-08,3.84E-08,1.61E-06,5.17E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,,,,,inf,inf,inf,inf,,,,,,,,,,,,0,11695000,0
196,6314,6314,6314,Turkey2019,Turkey,TUR,2019,114.5633478,58.11720203,89.15927203,0,0.168964167,12.71057083,10.91957984,21.70398946,0,471.2397306,432.2007833,31.474125,220.7776594,0,27.03924361,53.74377639,564.5507808,inf,inf,172.849514,134.4934122,1467.991295,333.0348044,0.372754139,0.189095623,0.290097036,0,0.000549758,0.041356315,0.035528977,0.070618152,0.56239952,0.43760048,0,0.261650695,0.239974747,0.017475663,0.122584375,0,0.015013244,0.029840643,0.313460633,0.815086075,0.184913925,1.37E-06,6.97E-07,1.07E-06,0,2.03E-09,1.52E-07,1.31E-07,2.60E-07,2.07E-06,1.61E-06,0,5.65E-06,5.18E-06,3.77E-07,2.65E-06,0,3.24E-07,6.44E-07,6.77E-06,1.76E-05,3.99E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,83430000,0
197,6349,6349,6349,Turkmenistan2019,Turkmenistan,TKM,2019,0,7.230335263,0.003154,0,13.95166474,0,0.00696,0,0,0,315.3263514,0,0.007805556,0,0.017222222,0,86.67451139,inf,inf,21.182,0.010114,402.0008628,0.025027778,0,0.341180463,0.000148829,0,0.658342284,0,0.000328424,0,0.999522747,0.000477253,0,0,0.784343394,0,1.94E-05,0,4.28E-05,0,0.215594352,0.999937746,6.23E-05,0,1.22E-06,5.31E-10,0,2.35E-06,0,1.17E-09,0,3.56E-06,1.70E-09,0,0,5.31E-05,0,1.31E-09,0,2.90E-09,0,1.46E-05,6.77E-05,4.21E-09,,inf,inf,,inf,,inf,,inf,inf,,,inf,,inf,,inf,,inf,inf,inf,0,5942000,0
198,6369,6369,6369,Turks and Caicos Islands2019,Turks and Caicos Islands,TCA,2019,0,0,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.245,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,6.45E-06,0,0,0,6.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,38000,0
199,6389,6389,6389,Uganda2019,Uganda,UGA,2019,0,0,3.477333333,0,0.240666667,0.220333333,0.070666667,0,0,0,0,0,0,0,0,0,0,inf,,0.240666667,3.768333333,0,0,0,0,0.867381724,0,0.060031596,0.054959674,0.017627006,0,0.060031596,0.939968404,,,,,,,,,,,,0,0,7.85E-08,0,5.44E-09,4.98E-09,1.60E-09,0,5.44E-09,8.51E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,44270000,0
200,6424,6424,6424,Ukraine2019,Ukraine,UKR,2019,48.26237468,9.186528029,6.833181048,83.00250165,0.249565174,0.24115674,2.9108388,1.885077013,0,306.4522683,282.0304819,0.597156389,16.92043556,205.5321631,7.207866944,4.667858889,122.0213475,inf,inf,57.69846788,94.87275525,710.5040977,234.9254809,0.316326852,0.060211407,0.044786827,0.54402462,0.001635729,0.001580617,0.019078557,0.01235539,0.378173988,0.621826012,0,0.324140767,0.298309349,0.000631624,0.017897087,0.217395529,0.007623907,0.004937289,0.129064449,0.751514564,0.248485436,1.10E-06,2.09E-07,1.55E-07,1.89E-06,5.67E-09,5.48E-09,6.62E-08,4.28E-08,1.31E-06,2.16E-06,0,6.97E-06,6.41E-06,1.36E-08,3.85E-07,4.67E-06,1.64E-07,1.06E-07,2.77E-06,1.62E-05,5.34E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,43994000,0
201,6479,6479,6479,United Arab Emirates2019,United Arab Emirates,ARE,2019,0,133.8819496,0,0,0.003217767,0.006,4.168878665,0.001489,0,28.61269722,759.9058253,0.014861111,0,0,10.32304611,0.003694444,542.8707431,inf,inf,133.8851674,4.176367665,1331.389266,10.34160167,0,0.969726648,0,0,2.33E-05,4.35E-05,0.030195801,1.08E-05,0.969749955,0.030250045,0,0.021325214,0.566362334,1.11E-05,0,0,0.007693828,2.75E-06,0.404604795,0.992292343,0.007707657,0,1.37E-05,0,0,3.29E-10,6.14E-10,4.27E-07,1.52E-10,1.37E-05,4.27E-07,0,2.93E-06,7.78E-05,1.52E-09,0,0,1.06E-06,3.78E-10,5.56E-05,0.000136259,1.06E-06,,inf,,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,,,inf,inf,inf,inf,inf,0,9771000,0
202,6534,6534,6534,United Kingdom2019,United Kingdom,GBR,2019,6.891425371,132.4584029,5.958481779,56.18393306,1.040815826,36.55286329,12.67658325,64.13422423,19.32001846,72.84606333,788.4169581,90.51280278,14.75449083,139.1235814,31.38996444,158.8102233,862.6487453,inf,inf,140.3906441,175.5060856,1723.911767,453.9110812,0.021815438,0.419309193,0.018862119,0.17785538,0.003294798,0.115711433,0.040128884,0.203022755,0.444419429,0.555580571,0.008871253,0.033449031,0.362020703,0.041561141,0.006774881,0.063881955,0.014413461,0.072921553,0.396106022,0.791575756,0.208424244,1.02E-07,1.96E-06,8.82E-08,8.32E-07,1.54E-08,5.41E-07,1.88E-07,9.50E-07,2.08E-06,2.60E-06,2.86E-07,1.08E-06,1.17E-05,1.34E-06,2.18E-07,2.06E-06,4.65E-07,2.35E-06,1.28E-05,2.55E-05,6.72E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,67530000,0
203,6589,6589,6589,United States2019,United States,USA,2019,1053.52953,1700.876426,271.158204,852.0097495,19.96442151,78.33996947,108.3585859,303.1020495,406.190978,3150.178658,8466.450519,193.9867239,671.4464153,2109.760589,268.3193167,750.5462922,10274.45529,inf,inf,2774.370378,1612.968558,21891.08447,4400.250315,0.240129506,0.387678374,0.061804708,0.194197385,0.004550463,0.017855919,0.02469802,0.069085624,0.632358343,0.367641657,0.015449614,0.119818133,0.32202437,0.007378352,0.025538696,0.080245473,0.010205618,0.028547287,0.390792456,0.832634959,0.167365041,3.20E-06,5.17E-06,8.24E-07,2.59E-06,6.07E-08,2.38E-07,3.29E-07,9.21E-07,8.43E-06,4.90E-06,1.23E-06,9.57E-06,2.57E-05,5.90E-07,2.04E-06,6.41E-06,8.15E-07,2.28E-06,3.12E-05,6.65E-05,1.34E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,329064992,0
204,6609,6609,6609,United States Virgin Islands2019,United States Virgin Islands,VIR,2019,0,0,0,0,0.568333333,0,0.009,0,0,0,0,0,0,0,0,0,0,inf,,0.568333333,0.009,0,0,0,0,0,0,0.984411085,0,0.015588915,0,0.984411085,0.015588915,,,,,,,,,,,,0,0,0,0,5.41E-06,0,8.57E-08,0,5.41E-06,8.57E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,105000,0
205,6629,6629,6629,Uruguay2019,Uruguay,URY,2019,0,0.004350761,5.927,0,0,1.866666667,0.342,4.343666667,0,0,0,0,0,0,0,0,0,inf,,0.004350761,12.47933333,0,0,0,0.000348516,0.474779717,0,0,0.149528509,0.027395759,0.3479475,0.000348516,0.999651484,,,,,,,,,,,,0,1.26E-09,1.71E-06,0,0,5.39E-07,9.88E-08,1.25E-06,1.26E-09,3.60E-06,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,inf,inf,inf,inf,inf,,,,,,,,,,,,0,3462000,0
206,6664,6664,6664,Uzbekistan2019,Uzbekistan,UZB,2019,11.37171275,38.67825216,6.5,0,1.352701754,0,0.003811111,0,0,20.19334722,434.1338553,0,16.09540722,0,0.009444444,0,25.03693083,inf,inf,51.40266666,6.503811111,479.3641334,16.10485166,0.196380667,0.667943443,0.112249963,0,0.023360111,0,6.58E-05,0,0.887684222,0.112315778,0,0.040756027,0.876207933,0,0.032485196,0,1.91E-05,0,0.050531782,0.967495742,0.032504258,3.45E-07,1.17E-06,1.97E-07,0,4.10E-08,0,1.16E-10,0,1.56E-06,1.97E-07,0,6.12E-07,1.32E-05,0,4.88E-07,0,2.86E-10,0,7.59E-07,1.45E-05,4.88E-07,inf,inf,inf,,inf,,inf,,inf,inf,,inf,inf,,inf,,inf,,inf,inf,inf,0,32982000,0
207,6684,6684,6684,Vanuatu2019,Vanuatu,VUT,2019,0,0,0,0,0.049,-0.0012,0.005,0.004,0,0,0,0,0,0,0,0,0,inf,,0.049,0.0078,0,0,0,0,0,0,0.862676056,-0.021126761,0.088028169,0.070422535,0.862676056,0.137323944,,,,,,,,,,,,0,0,0,0,1.63E-07,-4.00E-09,1.67E-08,1.33E-08,1.63E-07,2.60E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,#NAME?,inf,inf,inf,inf,,,,,,,,,,,,0,300000,0
208,6739,6739,6739,Venezuela2019,Venezuela,VEN,2019,0,37.77566667,63.26721639,0,0,0,0.011831785,0.147866663,0,0.8780175,264.5581303,0,156.6633242,0,0.029298056,0.36615,196.0715431,inf,inf,37.77566667,63.42691484,461.5076909,157.0587723,0,0.373267817,0.625154175,0,0,0,0.000116912,0.001461096,0.373267817,0.626732183,0,0.001419439,0.427695561,0,0.253268377,0,4.74E-05,0.000591933,0.316977325,0.746092325,0.253907675,0,1.32E-06,2.22E-06,0,0,0,4.15E-10,5.19E-09,1.32E-06,2.22E-06,0,3.08E-08,9.28E-06,0,5.49E-06,0,1.03E-09,1.28E-08,6.88E-06,1.62E-05,5.51E-06,,inf,inf,,,,inf,inf,inf,inf,,inf,inf,,inf,,inf,inf,inf,inf,inf,0,28516000,0
209,6794,6794,6794,Vietnam2019,Vietnam,VNM,2019,112.5279676,43.14452314,65.5633478,0,1.416,0.076454,4.1808,0.490907516,0,574.9896558,98.527465,0.189316667,162.3490428,0,10.35256583,1.215593333,296.5824417,inf,inf,157.0884907,70.31150932,970.0995625,174.1065186,0.494845944,0.189729653,0.288317273,0,0.006226913,0.000336209,0.018385224,0.002158784,0.69080251,0.30919749,0,0.502522811,0.086109895,0.000165457,0.141887939,0,0.009047816,0.00106239,0.259203693,0.847836398,0.152163602,1.17E-06,4.47E-07,6.80E-07,0,1.47E-08,7.93E-10,4.33E-08,5.09E-09,1.63E-06,7.29E-07,0,5.96E-06,1.02E-06,1.96E-09,1.68E-06,0,1.07E-07,1.26E-08,3.07E-06,1.01E-05,1.80E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,96462000,0
210,6814,6814,6814,Western Sahara2019,Western Sahara,ESH,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,582000,0
211,6869,6869,6869,World2019,World,OWID_WRL,2019,9824.08084,6297.904435,4222.214992,2795.961529,825.3447389,651.8112107,724.0865061,1429.619982,1101.949128,43849.17969,39292.43614,1614.025666,10455.11837,6923.406036,1792.994944,3540.048569,53619.88178,inf,inf,16947.33001,9823.69422,136761.4976,25427.54271,0.36696694,0.235250784,0.157715856,0.104439842,0.030829778,0.024347638,0.027047396,0.053401766,0.633047502,0.366952498,0.006794227,0.270358463,0.242263201,0.009951509,0.064462545,0.042687262,0.01105497,0.021826682,0.330601141,0.843222806,0.156777194,1.27E-06,8.16E-07,5.47E-07,3.62E-07,1.07E-07,8.45E-08,9.39E-08,1.85E-07,2.20E-06,1.27E-06,1.43E-07,5.68E-06,5.09E-06,2.09E-07,1.36E-06,8.98E-07,2.32E-07,4.59E-07,6.95E-06,1.77E-05,3.30E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,7713467904,0
212,6889,6889,6889,Yemen2019,Yemen,YEM,2019,0,1.482360447,0,0,2.39030622,0,0.22,0,0,0,0,0,0,0,0,0,0,inf,,3.872666667,0.22,0,0,0,0.362199164,0,0,0.584046152,0,0.053754683,0,0.946245317,0.053754683,,,,,,,,,,,,0,5.08E-08,0,0,8.20E-08,0,7.54E-09,0,1.33E-07,7.54E-09,0,0,0,0,0,0,0,0,0,0,0,,inf,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,29162000,0
213,6909,6909,6909,Zambia2019,Zambia,ZMB,2019,1.591141397,0,11.799,0,0.772858603,0.079666667,0.006666667,0,0,0,0,0,0,0,0,0,0,inf,,2.364,11.88533333,0,0,0.111664269,0,0.828038739,0,0.054238229,0.005590905,0.000467858,0,0.165902498,0.834097502,,,,,,,,,,,,8.91E-08,0,6.61E-07,0,4.33E-08,4.46E-09,3.73E-10,0,1.32E-07,6.65E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,17861000,0
214,6929,6929,6929,Zimbabwe2019,Zimbabwe,ZWE,2019,2.854666667,0,3.592,0,0,0.158666667,0.012,0,0,0,0,0,0,0,0,0,0,inf,,2.854666667,3.762666667,0,0,0.431392303,0,0.542816845,0,0,0.023977433,0.001813419,0,0.431392303,0.568607697,,,,,,,,,,,,1.95E-07,0,2.45E-07,0,0,1.08E-08,8.19E-10,0,1.95E-07,2.57E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,inf,inf,,inf,inf,,,,,,,,,,,,0,14645000,0
215,7052,7052,7052,Asia Pacific2019,0,0,2019,0,0,0,0,0,0,0,0,0,33949.56361,8699.242214,589.3961614,4416.71995,1602.934675,975.4357581,1273.418141,19872.03963,,inf,0,0,62520.84545,8857.904686,,,,,,,,,,,0,0.475625638,0.121874398,0.008257306,0.061877239,0.022456749,0.013665632,0.017840298,0.27840274,0.875902777,0.124097223,,,,,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,0,0
