,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Merge,Entity,Code,Year,Coal Electricity (TWh),Gas Electricity (TWh),Hydro Electricity (TWh),Nuclear Electricity (TWh),Oil Electricity (TWh),Other Renewables Electricity (TWh),Solar Electricity (TWh),Wind Electricity (TWh),Biofuels Energy (TWh),Coal Energy (TWh),Gas Energy (TWh),Other Energy (TWh),Hydro Energy (TWh),Nuclear Energy (TWh),Solar Energy (TWh),Wind Energy (TWh),Oil Energy (TWh),Total Electricity,Total Energy,Total Fossil Fuel Electricity (TWh),Total Sustainable Electricity (TWh),Total Fossil Fuel Energy (TWh),Total Sustainable Energy (TWh),Coal Electricity Share (%),Gas Electricity Share (%),Hydro Electricity Share (%),Nuclear Electricity Share (%),Oil Electricity Share (%),Other Renewables Electricity Share (%),Solar Electricity Share (%),Wind Electricity Share (%),Total Fossil Fuel Electricity Share (%),Total Sustainable Electricity Share (%),Biofuels Energy Share (%),Coal Energy Share (%),Gas Energy Share (%),Other Energy Share (%),Hydro Energy Share (%),Nuclear Energy Share (%),Solar Energy Share (%),Wind Energy Share (%),Oil Energy Share (%),Total Fossil Fuel Energy Share (%),Total Sustainable Energy Share (%),Coal Electricity per Capita (TWh/person),Gas Electricity per Capita (TWh/person),Hydro Electricity per Capita (TWh/person),Nuclear Electricity per Capita (TWh/person),Oil Electricity per Capita (TWh/person),Other Renewables Electricity per Capita (TWh/person),Solar Electricity per Capita (TWh/person),Wind Electricity per Capita (TWh/person),Total Fossil Fuel Electricity per Capita (TWh/person),Total Sustainable Electricity per Capita (TWh/person),Biofuels Energy per Capita (TWh/person),Coal Energy per Capita (TWh/person),Gas Energy per Capita (TWh/person),Other Energy per Capita (TWh/person),Hydro Energy per Capita (TWh/person),Nuclear Energy per Capita (TWh/person),Solar Energy per Capita (TWh/person),Wind Energy per Capita (TWh/person),Oil Energy per Capita (TWh/person),Total Fossil Fuel Energy per Capita (TWh/person),Total Sustainable Energy per Capita (TWh/person),Coal Electricity per Capita (TWh/$),Gas Electricity per Capita (TWh/$),Hydro Electricity per Capita (TWh/$),Nuclear Electricity per Capita (TWh/$),Oil Electricity per Capita (TWh/$),Other Renewables Electricity per Capita (TWh/$),Solar Electricity per Capita (TWh/$),Wind Electricity per Capita (TWh/$),Total Fossil Fuel Electricity per Capita (TWh/$),Total Sustainable Electricity per Capita (TWh/$),Biofuels Energy per Capita (TWh/$),Coal Energy per Capita (TWh/$),Gas Energy per Capita (TWh/$),Other Energy per Capita (TWh/$),Hydro Energy per Capita (TWh/$),Nuclear Energy per Capita (TWh/$),Solar Energy per Capita (TWh/$),Wind Energy per Capita (TWh/$),Oil Energy per Capita (TWh/$),Total Fossil Fuel Energy per Capita (TWh/$),Total Sustainable Energy per Capita (TWh/$),GDP per capita (2011 USD),Population,GDP (2011 USD)
67,2149,2149,2149,France2019,France,FRA,2019,4.088916275,38.38358123,58.51859739,399.4355245,8.425626904,8.696714559,11.72927434,34.48014278,34.60269015,74.91525667,434.3469367,21.53494806,144.9047156,989.0888314,29.0442225,85.38029806,874.8309536,inf,inf,50.89812441,512.8602536,1384.093147,1304.555706,0.007252959,0.068085163,0.103800847,0.708522552,0.014945458,0.015426315,0.020805499,0.061161207,0.09028358,0.90971642,0.012869918,0.027863533,0.161548406,0.00800958,0.053894995,0.367875794,0.010802535,0.031755838,0.325379401,0.51479134,0.48520866,6.28E-08,5.89E-07,8.98E-07,6.13E-06,1.29E-07,1.34E-07,1.80E-07,5.29E-07,7.81E-07,7.87E-06,5.31E-07,1.15E-06,6.67E-06,3.31E-07,2.22E-06,1.52E-05,4.46E-07,1.31E-06,1.34E-05,2.13E-05,2.00E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,65130000,0
68,2169,2169,2169,French Guiana2019,French Guiana,GUF,2019,0,0.383333333,0.580666667,0,0.166666667,0.009333333,0.051333333,0,0,0,0,0,0,0,0,0,0,inf,,0.55,0.641333333,0,0,0,0.321768327,0.487409066,0,0.139899273,0.007834359,0.043088976,0,0.461667599,0.538332401,,,,,,,,,,,,0,1.32E-06,2.00E-06,0,5.73E-07,3.21E-08,1.76E-07,0,1.89E-06,2.20E-06,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,291000,0
69,2189,2189,2189,French Polynesia2019,French Polynesia,PYF,2019,0,0,0.175333333,0,0.406333333,0,0.037,0.0003,0,0,0,0,0,0,0,0,0,inf,,0.406333333,0.212633333,0,0,0,0,0.283267812,0,0.656470462,0,0.059777048,0.000484679,0.656470462,0.343529538,,,,,,,,,,,,0,0,6.28E-07,0,1.46E-06,0,1.33E-07,1.08E-09,1.46E-06,7.62E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,279000,0
70,2209,2209,2209,Gabon2019,Gabon,GAB,2019,0,1.218889994,0.877,0,0.130110006,0.011333333,0.002,0,0,0,0,0,0,0,0,0,0,inf,,1.349,0.890333333,0,0,0,0.544309316,0.391634415,0,0.058102116,0.00506103,0.000893123,0,0.602411432,0.397588568,,,,,,,,,,,,0,5.61E-07,4.04E-07,0,5.99E-08,5.22E-09,9.20E-10,0,6.21E-07,4.10E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,2173000,0
71,2229,2229,2229,Gambia2019,Gambia,GMB,2019,0,0,0,0,0.307,0,0.003,0.0001,0,0,0,0,0,0,0,0,0,inf,,0.307,0.0031,0,0,0,0,0,0,0.990003225,0,0.009674299,0.000322477,0.990003225,0.009996775,,,,,,,,,,,,0,0,0,0,1.31E-07,0,1.28E-09,4.26E-11,1.31E-07,1.32E-09,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,2348000,0
72,2249,2249,2249,Georgia2019,Georgia,GEO,2019,0,1.905333333,10.34366667,0,0,0,0,0.117333333,0,0,0,0,0,0,0,0,0,inf,,1.905333333,10.461,0,0,0,0.154074234,0.83643764,0,0,0,0,0.009488126,0.154074234,0.845925766,,,,,,,,,,,,0,4.77E-07,2.59E-06,0,0,0,0,2.94E-08,4.77E-07,2.62E-06,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,,,inf,inf,inf,,,,,,,,,,,,0,3997000,0
73,2304,2304,2304,Germany2019,Germany,DEU,2019,171.1977868,91.0234457,20.19231996,75.071236,5.080193043,50.609,47.517,125.975,33.25905697,640,886.5684614,125.3188403,50.00055556,185.8926322,117.6623789,311.9413719,1299.328944,inf,inf,267.3014255,319.364556,2825.897405,824.0748358,0.29181475,0.155153782,0.034418767,0.127962484,0.00865943,0.086265442,0.080994981,0.214730364,0.455627962,0.544372038,0.00911214,0.175343799,0.242897316,0.03433419,0.013698887,0.050929876,0.032236513,0.08546404,0.35598324,0.774224355,0.225775645,2.05E-06,1.09E-06,2.42E-07,8.99E-07,6.08E-08,6.06E-07,5.69E-07,1.51E-06,3.20E-06,3.82E-06,3.98E-07,7.66E-06,1.06E-05,1.50E-06,5.99E-07,2.23E-06,1.41E-06,3.74E-06,1.56E-05,3.38E-05,9.87E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,83517000,0
74,2324,2324,2324,Ghana2019,Ghana,GHA,2019,0,8.790666667,5.484333333,0,0,0.019,0.036333333,0,0,0,0,0,0,0,0,0,0,inf,,8.790666667,5.539666666,0,0,0,0.613430718,0.382708009,0,0,0.001325859,0.002535414,0,0.613430718,0.386569282,,,,,,,,,,,,0,2.89E-07,1.80E-07,0,0,6.25E-10,1.19E-09,0,2.89E-07,1.82E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,,inf,inf,,inf,inf,,,,,,,,,,,,0,30418000,0
75,2344,2344,2344,Gibraltar2019,Gibraltar,GIB,2019,0,0,0,0,0.273666667,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.273666667,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,8.05E-06,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,34000,0
76,2399,2399,2399,Greece2019,Greece,GRC,2019,12.62284127,18.127831,4.005400595,0,5.49496,0.321073149,3.959731046,7.278329228,0,38.51626806,51.47146667,0.795046667,9.918238889,0,9.805151389,18.02271889,187.7037131,inf,inf,36.24563227,15.56453402,277.6914478,38.54115584,0.243636378,0.349889458,0.077309163,0,0.106059494,0.006197107,0.076427685,0.140480715,0.69958533,0.30041467,0,0.121797271,0.162764579,0.00251412,0.031363745,0,0.031006137,0.056991969,0.593562178,0.878124028,0.121875972,1.21E-06,1.73E-06,3.82E-07,0,5.25E-07,3.07E-08,3.78E-07,6.95E-07,3.46E-06,1.49E-06,0,3.68E-06,4.91E-06,7.59E-08,9.47E-07,0,9.36E-07,1.72E-06,1.79E-05,2.65E-05,3.68E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,10473000,0
77,2419,2419,2419,Greenland2019,Greenland,GRL,2019,0,0,0.372333333,0,0.132333333,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.132333333,0.372333333,0,0,0,0,0.737780714,0,0.262219286,0,0,0,0.262219286,0.737780714,,,,,,,,,,,,0,0,6.53E-06,0,2.32E-06,0,0,0,2.32E-06,6.53E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,,,inf,inf,,,,,,,,,,,,0,57000,0
78,2439,2439,2439,Grenada2019,Grenada,GRD,2019,0,0,0,0,0.215,0,0.003666667,0.001,0,0,0,0,0,0,0,0,0,inf,,0.215,0.004666667,0,0,0,0,0,0,0.978755689,0,0.016691959,0.004552352,0.978755689,0.021244311,,,,,,,,,,,,0,0,0,0,1.92E-06,0,3.27E-08,8.93E-09,1.92E-06,4.17E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,112000,0
79,2459,2459,2459,Guadeloupe2019,Guadeloupe,GLP,2019,0,0,0,0,1.443333333,0.069333333,0.089,0.050666667,0,0,0,0,0,0,0,0,0,inf,,1.443333333,0.209,0,0,0,0,0,0,0.873512205,0.041960863,0.053863224,0.030663708,0.873512205,0.126487795,,,,,,,,,,,,0,0,0,0,3.61E-06,1.73E-07,2.23E-07,1.27E-07,3.61E-06,5.23E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,400000,0
80,2479,2479,2479,Guam2019,Guam,GUM,2019,0,0,0,0,1.667,0,0.069666667,0,0,0,0,0,0,0,0,0,0,inf,,1.667,0.069666667,0,0,0,0,0,0,0.959884837,0,0.040115163,0,0.959884837,0.040115163,,,,,,,,,,,,0,0,0,0,9.98E-06,0,4.17E-07,0,9.98E-06,4.17E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,167000,0
81,2499,2499,2499,Guatemala2019,Guatemala,GTM,2019,1.450810954,0,5.561333333,0,1.861855712,2.818,0.215333333,0.254,0,0,0,0,0,0,0,0,0,inf,,3.312666666,8.848666666,0,0,0.119297031,0,0.457296349,0,0.153096347,0.231718013,0.017706392,0.020885868,0.272393378,0.727606622,,,,,,,,,,,,8.25E-08,0,3.16E-07,0,1.06E-07,1.60E-07,1.22E-08,1.44E-08,1.88E-07,5.03E-07,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,17581000,0
82,2519,2519,2519,Guinea2019,Guinea,GIN,2019,0,0,1.177333333,0,0.606666667,0,0.021,0,0,0,0,0,0,0,0,0,0,inf,,0.606666667,1.198333333,0,0,0,0,0.652262234,0,0.336103417,0,0.011634349,0,0.336103417,0.663896583,,,,,,,,,,,,0,0,9.22E-08,0,4.75E-08,0,1.64E-09,0,4.75E-08,9.38E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,,inf,inf,,,,,,,,,,,,0,12771000,0
83,2539,2539,2539,Guinea-Bissau2019,Guinea-Bissau,GNB,2019,0,0,0,0,0.035333333,0,0.001,0,0,0,0,0,0,0,0,0,0,inf,,0.035333333,0.001,0,0,0,0,0,0,0.972477064,0,0.027522936,0,0.972477064,0.027522936,,,,,,,,,,,,0,0,0,0,1.84E-08,0,5.21E-10,0,1.84E-08,5.21E-10,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,1921000,0
84,2559,2559,2559,Guyana2019,Guyana,GUY,2019,0,0,0,0,1.036666667,0.024333333,0.012666667,0.0001,0,0,0,0,0,0,0,0,0,inf,,1.036666667,0.0371,0,0,0,0,0,0,0.965448732,0.022661658,0.01179648,9.31E-05,0.965448732,0.034551268,,,,,,,,,,,,0,0,0,0,1.32E-06,3.11E-08,1.62E-08,1.28E-10,1.32E-06,4.74E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,783000,0
85,2579,2579,2579,Haiti2019,Haiti,HTI,2019,0,0,0.089,0,0.863333333,0,0.000333333,0,0,0,0,0,0,0,0,0,0,inf,,0.863333333,0.089333333,0,0,0,0,0.093421973,0,0.906228132,0,0.000349895,0,0.906228132,0.093771868,,,,,,,,,,,,0,0,7.90E-09,0,7.67E-08,0,2.96E-11,0,7.67E-08,7.93E-09,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,,inf,inf,,,,,,,,,,,,0,11263000,0
86,2599,2599,2599,Honduras2019,Honduras,HND,2019,0,0.154612225,3.374333333,0,3.110387775,1.018333333,1.093,0.549,0,0,0,0,0,0,0,0,0,inf,,3.265,6.034666666,0,0,0,0.016625566,0.362844546,0,0.334462286,0.109502133,0.117531094,0.059034374,0.351087853,0.648912147,,,,,,,,,,,,0,1.59E-08,3.46E-07,0,3.19E-07,1.04E-07,1.12E-07,5.63E-08,3.35E-07,6.19E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,9746000,0
87,2654,2654,2654,Hong Kong2019,Hong Kong,HKG,2019,22.542,11.271,0,0,0,0.108947992,0.000782842,0.00173965,0,71.76916667,31.1616225,0.269778889,0,0,0.001938889,0.004305556,241.5400686,inf,inf,33.813,0.111470484,344.4708578,0.276023334,0.664476105,0.332238052,0,0,0,0.003211487,2.31E-05,5.13E-05,0.996714157,0.003285843,0,0.208179307,0.090389861,0.000782542,0,0,5.62E-06,1.25E-05,0.700630178,0.999199345,0.000800655,3.03E-06,1.52E-06,0,0,0,1.47E-08,1.05E-10,2.34E-10,4.55E-06,1.50E-08,0,9.65E-06,4.19E-06,3.63E-08,0,0,2.61E-10,5.79E-10,3.25E-05,4.63E-05,3.71E-08,inf,inf,,,,inf,inf,inf,inf,inf,,inf,inf,inf,,,inf,inf,inf,inf,inf,0,7436000,0
88,2709,2709,2709,Hungary2019,Hungary,HUN,2019,4.562162133,8.506773467,0.22,16.289,0,2.146,1.384,0.726,0,21.86690528,98.10906361,5.313960556,0.5447675,40.33509028,3.427083611,1.797733056,102.4649811,inf,inf,13.0689356,20.765,222.44095,51.418635,0.13483983,0.251427252,0.006502347,0.481439706,0,0.063427442,0.040905676,0.021457746,0.386267083,0.613732917,0,0.079847142,0.358245864,0.01940396,0.001989222,0.147283836,0.012514017,0.006564434,0.374151524,0.81224453,0.18775547,4.71E-07,8.78E-07,2.27E-08,1.68E-06,0,2.22E-07,1.43E-07,7.50E-08,1.35E-06,2.14E-06,0,2.26E-06,1.01E-05,5.49E-07,5.62E-08,4.16E-06,3.54E-07,1.86E-07,1.06E-05,2.30E-05,5.31E-06,inf,inf,inf,inf,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,9685000,0
89,2764,2764,2764,Iceland2019,Iceland,ISL,2019,0,0,13.45803696,0,0,6.018558877,0,0.006567506,0,1.333333333,0,14.90325472,33.32501306,0,0,0.01625,11.22778028,inf,inf,0,19.48316334,12.56111361,48.24451778,0,0,0.69075215,0,0,0.308910764,0,0.000337086,0,1,0,0.021927794,0,0.24509662,0.548058005,0,0,0.000267245,0.184650336,0.20657813,0.79342187,0,0,3.97E-05,0,0,1.78E-05,0,1.94E-08,0,5.75E-05,0,3.93E-06,0,4.40E-05,9.83E-05,0,0,4.79E-08,3.31E-05,3.71E-05,0.000142314,,,inf,,,inf,,inf,,inf,,inf,,inf,inf,,,inf,inf,inf,inf,0,339000,0
90,2819,2819,2819,India2019,India,IND,2019,1137.368185,71.02060824,161.8474971,45.16289,8.185186924,25.35085947,46.2677,63.31423,1.295374272,5172.218728,596.8084911,62.77421611,400.7694408,111.8330928,114.5688417,156.7797403,2843.928314,inf,inf,1216.57398,341.9431766,8612.955533,848.020706,0.729775851,0.045569346,0.103847106,0.028978115,0.005251907,0.016266012,0.029687001,0.04062466,0.780597105,0.219402895,0.000136918,0.546689749,0.063081069,0.006635068,0.042360263,0.01182046,0.012109622,0.016571201,0.300595651,0.910366469,0.089633531,8.32E-07,5.20E-08,1.18E-07,3.31E-08,5.99E-09,1.86E-08,3.39E-08,4.63E-08,8.90E-07,2.50E-07,9.48E-10,3.79E-06,4.37E-07,4.59E-08,2.93E-07,8.18E-08,8.38E-08,1.15E-07,2.08E-06,6.30E-06,6.21E-07,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,1366418048,0
91,2874,2874,2874,Indonesia2019,Indonesia,IDN,2019,176.9796744,51.59253962,16.99258299,0,17.31117067,15.70215347,0.063578911,0.18798,69.16826322,946.171615,438.1736219,38.88193139,42.07731417,0,0.157435278,0.465479167,940.2551781,inf,inf,245.8833847,32.94629537,2324.600415,150.7504232,0.634723227,0.185032453,0.060942519,0,0.062085108,0.056314498,0.000228021,0.000674175,0.881840788,0.118159212,0.027942812,0.382237378,0.177014755,0.015707645,0.016998525,0,6.36E-05,0.000188046,0.379847238,0.939099371,0.060900629,6.54E-07,1.91E-07,6.28E-08,0,6.40E-08,5.80E-08,2.35E-10,6.95E-10,9.09E-07,1.22E-07,2.56E-07,3.50E-06,1.62E-06,1.44E-07,1.55E-07,0,5.82E-10,1.72E-09,3.47E-06,8.59E-06,5.57E-07,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,270625984,0
92,2929,2929,2929,Iran2019,Iran,IRN,2019,0.626462,199.5476822,28.96311185,6.41063388,82.59513569,0.02444,0.170736501,0.357340417,0,14.36918556,2236.183331,0.060518611,71.718935,15.87411722,0.422780556,0.884852222,1089.34685,inf,inf,282.7692799,35.92626265,3339.899367,88.96120361,0.001965707,0.626138918,0.090880191,0.020115229,0.259166272,7.67E-05,0.000535735,0.00112126,0.887270897,0.112729103,0,0.004190659,0.652165139,1.76E-05,0.020916259,0.00462956,0.000123301,0.00025806,0.317699372,0.97405517,0.02594483,7.56E-09,2.41E-06,3.49E-07,7.73E-08,9.96E-07,2.95E-10,2.06E-09,4.31E-09,3.41E-06,4.33E-07,0,1.73E-07,2.70E-05,7.30E-10,8.65E-07,1.91E-07,5.10E-09,1.07E-08,1.31E-05,4.03E-05,1.07E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,82914000,0
93,2984,2984,2984,Iraq2019,Iraq,IRQ,2019,0,54.53427988,2.477789,0,32.41338678,0,0.057305,0,0,0,199.2325939,0,6.135541944,0,0.141899722,0,412.9815219,inf,inf,86.94766666,2.535094,612.2141158,6.277441666,0,0.609438952,0.027690127,0,0.362230518,0,0.000640403,0,0.97166947,0.02833053,0,0,0.322126618,0,0.009920171,0,0.000229429,0,0.667723782,0.9898504,0.0101496,0,1.39E-06,6.30E-08,0,8.25E-07,0,1.46E-09,0,2.21E-06,6.45E-08,0,0,5.07E-06,0,1.56E-07,0,3.61E-09,0,1.05E-05,1.56E-05,1.60E-07,,inf,inf,,inf,,inf,,inf,inf,,,inf,,inf,,inf,,inf,inf,inf,0,39310000,0
94,3039,3039,3039,Ireland2019,Ireland,IRL,2019,2.079787885,15.683437,0.886582718,0,0,0.89282488,0.024885466,9.690944215,0,11.15376111,53.15884694,2.210827778,2.195370833,0,0.061621667,23.99687583,89.41955722,inf,inf,17.76322489,11.49523728,153.7321653,28.46469611,0.071083295,0.536030804,0.030301754,0,0,0.030515099,0.000850539,0.331218509,0.607114099,0.392885901,0,0.061218185,0.291765986,0.01213428,0.012049444,0,0.000338215,0.131708503,0.490785388,0.843769558,0.156230442,4.26E-07,3.21E-06,1.82E-07,0,0,1.83E-07,5.10E-09,1.99E-06,3.64E-06,2.35E-06,0,2.28E-06,1.09E-05,4.53E-07,4.50E-07,0,1.26E-08,4.92E-06,1.83E-05,3.15E-05,5.83E-06,inf,inf,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,4882000,0
95,3094,3094,3094,Israel2019,Israel,ISR,2019,21.15406794,42.83959873,0.023126,0,0,0.100728,2.719424387,0.064446,0,58.17259667,107.71875,0.249424444,0.057265,0,6.733883611,0.159582222,139.6344647,inf,inf,63.99366667,2.907724387,305.5258114,7.200155277,0.316197729,0.640339432,0.000345673,0,0,0.001505619,0.040648249,0.000963298,0.956537161,0.043462839,0,0.186017801,0.34445093,0.000797581,0.000183116,0,0.021532857,0.000510294,0.446507421,0.976976152,0.023023848,2.48E-06,5.03E-06,2.71E-09,0,0,1.18E-08,3.19E-07,7.56E-09,7.51E-06,3.41E-07,0,6.83E-06,1.26E-05,2.93E-08,6.72E-09,0,7.90E-07,1.87E-08,1.64E-05,3.59E-05,8.45E-07,inf,inf,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,8519000,0
96,3149,3149,3149,Italy2019,Italy,ITA,2019,29.67439868,126.4596209,45.13991988,0,10.24491047,23.233,24.326,20.063,9.175532407,82.76366139,707.9061472,57.52993778,111.7762139,0,60.23644222,49.68033139,691.3525242,inf,inf,166.3789301,112.7619199,1482.022333,288.3984577,0.106306184,0.453031582,0.16171019,0,0.036701581,0.083230384,0.08714597,0.071874109,0.596039347,0.403960653,0.005182685,0.046748017,0.399851917,0.032495065,0.063135394,0,0.0340238,0.028061313,0.390501811,0.837101745,0.162898255,4.90E-07,2.09E-06,7.45E-07,0,1.69E-07,3.84E-07,4.02E-07,3.31E-07,2.75E-06,1.86E-06,1.52E-07,1.37E-06,1.17E-05,9.50E-07,1.85E-06,0,9.95E-07,8.20E-07,1.14E-05,2.45E-05,4.76E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,60550000,0
97,3169,3169,3169,Jamaica2019,Jamaica,JAM,2019,0,0.566063978,0.16,0,2.825602689,0.291666667,0.058666667,0.343666667,0,0,0,0,0,0,0,0,0,inf,,3.391666667,0.854000001,0,0,0,0.133327466,0.037685483,0,0.665526267,0.068697496,0.013818011,0.080945278,0.798853733,0.201146267,,,,,,,,,,,,0,1.92E-07,5.43E-08,0,9.58E-07,9.89E-08,1.99E-08,1.17E-07,1.15E-06,2.90E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,2948000,0
98,3224,3224,3224,Japan2019,Japan,JPN,2019,326.1609615,362.371,73.927,65.636,44.7304957,37.26707684,75.2744899,8.620117172,0,1362.56032,1081.211635,92.28135,183.0592561,162.5289453,186.3959331,21.34527639,2092.35437,inf,inf,733.2624572,260.7246839,4536.126325,645.6107609,0.328133985,0.364563066,0.074374202,0.066033047,0.045001081,0.037492514,0.075729843,0.008672262,0.737698132,0.262301868,0,0.262954352,0.208658142,0.01780896,0.035327778,0.031365726,0.035971708,0.004119328,0.403794005,0.8754065,0.1245935,2.57E-06,2.86E-06,5.83E-07,5.17E-07,3.53E-07,2.94E-07,5.93E-07,6.79E-08,5.78E-06,2.06E-06,0,1.07E-05,8.52E-06,7.27E-07,1.44E-06,1.28E-06,1.47E-06,1.68E-07,1.65E-05,3.58E-05,5.09E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,126860000,0
99,3244,3244,3244,Jordan2019,Jordan,JOR,2019,0,16.68484784,0.033333333,0,1.697818827,0.003333333,1.192666667,0.559,0,0,0,0,0,0,0,0,0,inf,,18.38266667,1.788333333,0,0,0,0.827170088,0.001652537,0,0.084171277,0.000165254,0.059127791,0.027713053,0.911341365,0.088658635,,,,,,,,,,,,0,1.65E-06,3.30E-09,0,1.68E-07,3.30E-10,1.18E-07,5.53E-08,1.82E-06,1.77E-07,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,10102000,0
100,3279,3279,3279,Kazakhstan2019,Kazakhstan,KAZ,2019,78.05555708,20.78446283,9.986755481,0,0.828327894,0.0051146,0.290673015,0.495798687,0,464.4216433,179.0286728,0.012666667,24.72936861,0,0.719769444,1.227705,190.8657508,inf,inf,99.6683478,10.77834178,834.3160669,26.68950972,0.70672609,0.188185476,0.090421501,0,0.007499798,4.63E-05,0.002631795,0.004489032,0.902411364,0.097588636,0,0.539394466,0.207929748,1.47E-05,0.028721496,0,0.000835964,0.001425897,0.221677717,0.969001932,0.030998068,4.21E-06,1.12E-06,5.38E-07,0,4.47E-08,2.76E-10,1.57E-08,2.67E-08,5.37E-06,5.81E-07,0,2.50E-05,9.65E-06,6.83E-10,1.33E-06,0,3.88E-08,6.62E-08,1.03E-05,4.50E-05,1.44E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,18551000,0
101,3299,3299,3299,Kenya2019,Kenya,KEN,2019,0,0,2.982333333,0,2.246,5.457666667,0.26,0.72,0,0,0,0,0,0,0,0,0,inf,,2.246,9.42,0,0,0,0,0.25564318,0,0.192525287,0.467826733,0.022286988,0.061717812,0.192525287,0.807474713,,,,,,,,,,,,0,0,5.67E-08,0,4.27E-08,1.04E-07,4.95E-09,1.37E-08,4.27E-08,1.79E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,52574000,0
102,3319,3319,3319,Kiribati2019,Kiribati,KIR,2019,0,0,0,0,0.025333333,0,0.005333333,0,0,0,0,0,0,0,0,0,0,inf,,0.025333333,0.005333333,0,0,0,0,0,0,0.826086964,0,0.173913036,0,0.826086964,0.173913036,,,,,,,,,,,,0,0,0,0,2.15E-07,0,4.52E-08,0,2.15E-07,4.52E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,118000,0
